year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason
2008,mitsubishi,lancer,vrx cj,sedan,manual,petrol,179640,5.0,JMFSNCY5A9U001054,No plates,Unregistered,4,2.4,Red,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063391/motor-vehicles-motor-cycles/2008-mitsubishi-lancer-vrx-cj-manual-sedan,"traction control light on
paint peeling around vehicle
medium scuff on around vehicle
front bumper cracked bumper.
large dent on front bumper/bonnet
abs light on",unclassified,[out_of_scope]
2015,nissan,qashqai,ts j11,wagon,cvt,diesel,130244,5.0,SJNFDAJ11A1322634,No plates,Unregistered,4,1.6,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063393/motor-vehicles-motor-cycles/2015-nissan-qashqai-ts-j11-turbo-diesel-cvt-wagon,"engine light on
windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle
engine overheating, tow advisable.",unclassified,[out_of_scope]
2014,bmw,3,series m sport 320i f30,sedan,automatic,petrol,181713,5.0,WBA3B16070NS52915,No plates,Unregistered,4,2.0,Black,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063394/motor-vehicles-motor-cycles/2014-bmw-3-series-m-sport-320i-f30-automatic-8-speed-sedan,"medium scratch on around exterior
other warning light on",unclassified,[out_of_scope]
2013,ford,focus,trend lw ii,hatchback,automatic,petrol,257245,5.0,MPB1XXMXB1DG47662,2DV1FK,19-05-2026,4,2.0,Blue,Grey,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063395/motor-vehicles-motor-cycles/2013-ford-focus-trend-lw-ii-automatic-hatchback,"medium scratch on around vehicle
paint peeling door mirrors",unclassified,[out_of_scope]
2009,bmw,3,series 325i e90,sedan,automatic,petrol,302098,5.0,WBAPH16070NL75615,WZF500,06-05-2026,6,2.5,Silver,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063396/motor-vehicles-motor-cycles/2009-bmw-3-series-325i-e90-automatic-sedan,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels
light bulb warning light on.",unclassified,[out_of_scope]
2011,jeep,grand,cherokee overland wk,wagon,automatic,petrol,332536,5.0,1C4RJFGT6CC196780,DSN289,28-02-2026,8,5.7,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063397/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-overland-wk-automatic-wagon,"other warning light on
large scratch on around vehicle
damaged rhr tail light
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2021,toyota,corolla,hybrid ascent sport zwe211r (wovr inspected),sedan,cvt,hybrid,38206,5.0,JTDBB3BE90J036311,No Plates,Unregistered,4.0,1.8,Blue,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063398/motor-vehicles-motor-cycles/2021-toyota-corolla-hybrid-ascent-sport-zwe211r-cvt-sedan-wovr-inspected,"engine smoke visible
other warning light on
door mirror broken drivers mirror cover
engine noise observed.
dents or marks on body consistent with age and kilometres.
medium scuff on rear panel
damaged side mirror lights painted over.
paint fading various panels",unclassified,[out_of_scope]
2005,volkswagen,golf,gti a5 (wovr - inspected),hatchback,automatic,petrol,220515,5.0,WVWZZZ1KZ6U006361,DYH835,23-05-2026,4.0,2.0,Black,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063399/motor-vehicles-motor-cycles/2005-volkswagen-golf-gti-a5-automatic-hatchback-wovr-inspected,"large dent on front left fender
medium scratch on around vehicle",unclassified,[out_of_scope]
2009,volkswagen,tiguan,147 tsi 5n,wagon,automatic,petrol,130279,5.0,WVGZZZ5NZ9W096681,No Plates,Unregistered,4,2.0,Black,Black Leather,Yes,No,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21063400/motor-vehicles-motor-cycles/2009-volkswagen-tiguan-147-tsi-5n-automatic-wagon,"engine light on
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2010,mini,cooper,r56 lci,hatchback,automatic,petrol,98636,4.0,WMWSU32020TY89570,2DP7YL,24-02-2026.,4,1.6,Black,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063401/motor-vehicles-motor-cycles/2010-mini-cooper-r56-lci-automatic-hatchback-rwc-issued-30-01-26,"large scuff on driver door
medium scuff on back bumper
medium dent on passenger door",unclassified,[out_of_scope]
2007,toyota,trd,aurion 3500s gsv40r (wovr - inspected),sedan,automatic,petrol,199971,5.0,6T153KK400X293268,1VN9OY,07-03-2026,6.0,3.5,Red,Red,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063402/motor-vehicles-motor-cycles/2007-toyota-trd-aurion-3500s-gsv40r-automatic-sedan-wovr-inspected,"carpet worn in places.
medium scratch on around vehicle
front cracked bumper.
rear view mirror broken",unclassified,[out_of_scope]
2012,land,rover,range rover sport 3.0 sdv6 luxury,wagon,automatic,diesel,86684,5.0,SALLSAAF3DA770964,No plates,Unregistered,6,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063403/motor-vehicles-motor-cycles/2012-land-rover-range-rover-sport-3-0-sdv6-luxury-turbo-diesel-auto-wagon,"engine noise observed.
large scratch on rear bumper
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2016,mercedes,benz,gle 500 e gle500 e 4matic w166,wagon,automatic,hybrid,201301,5.0,WDC1660632A766434,No plates,Unregistered,6,3.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063404/motor-vehicles-motor-cycles/2016-mercedes-benz-gle-500-e-gle500-e-4matic-w166-automatic-wagon,"dents or marks on body consistent with age and kilometres.
engine light on
windscreen chipped or cracked.",unclassified,[out_of_scope]
2014,volkswagen,transporter,tdi250 swb t5 van,van,manual,diesel,287202,2.0,WV1ZZZ7HZEX022442,1CX3ZG,29-07-2026,4,2.0,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063406/motor-vehicles-motor-cycles/2014-volkswagen-transporter-tdi250-swb-t5-turbo-diesel-manual-van,"engine light on
seat torn drivers
windscreen chipped or cracked.
damaged around vehicle
large dent on around vehicle",unclassified,[out_of_scope]
2014,toyota,hiace,kdh223r,bus,automatic,diesel,178877,12.0,JTFST22P300021454,1OK4CR,31-03-2026,4,3.0,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063407/motor-vehicles-motor-cycles/2014-toyota-hiace-kdh223r-turbo-diesel-automatic-12-seats-bus,"dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle",unclassified,[out_of_scope]
2008,holden,captiva,cx awd cg,wagon,automatic,diesel,155783,7.0,KL3CD26RJ9B280436,WVK640,08-04-2026,4,2.0,Silver,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063409/motor-vehicles-motor-cycles/2008-holden-captiva-cx-awd-cg-turbo-diesel-automatic-7-seats-wagon,"medium scratch on around vehicle
airbag light on
dents or marks on body consistent with age and kilometres.
paint fading various panels",unclassified,[out_of_scope]
2010,subaru,impreza,r g3,hatchback,automatic,petrol,201425,5.0,JF1GH7KS5BG053902,YGE952,17-03-2026,4,2.0,Silver,Black Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063410/motor-vehicles-motor-cycles/2010-subaru-impreza-r-g3-automatic-hatchback,"engine light on
carpet worn in places.
dents or marks on body consistent with age and kilometres.
medium scuff on rhf door
traction control light on",unclassified,[out_of_scope]
2011,volkswagen,tiguan,103 tdi 5n,wagon,automatic,diesel,236827,5.0,WVGZZZ5NZCW031698,YUD942,03-05-2026,4,2.0,Black,Black Leather,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21063411/motor-vehicles-motor-cycles/2011-volkswagen-tiguan-103-tdi-5n-turbo-diesel-automatic-wagon,"medium scuff on around vehicle
other warning light on
windscreen chipped or cracked.",unclassified,[out_of_scope]
2011,subaru,impreza,r g3,hatchback,manual,petrol,199642,5.0,JF1GH7KF3BG055888,No plates,Unregistered,4,2.0,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063412/motor-vehicles-motor-cycles/2011-subaru-impreza-r-g3-manual-hatchback,"medium dent on around vehicle
paint fading around vehicle
engine light on",unclassified,[out_of_scope]
2010,kia,cerato,s td,sedan,automatic,petrol,173530,5.0,KNAFT412MA5193432,XOK459,04-03-2026,4,2.0,Grey,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063413/motor-vehicles-motor-cycles/2010-kia-cerato-s-td-automatic-sedan,"engine noise observed.
windscreen chipped or cracked.
medium scratch on around vehicle
large scuff on around vehicle
corrosion visible passenger side back door",unclassified,[out_of_scope]
2002,holden,berlina,vx,sedan,automatic,petrol,185797,5.0,6H8VXL69A2L863398,ROU301,07-06-2026,6,3.8,Silver,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063414/motor-vehicles-motor-cycles/2002-holden-berlina-vx-automatic-sedan,"dents or marks on body consistent with age and kilometres.
hood lining sagging
paint cracked on various panels
medium scratch on around exterior",unclassified,[out_of_scope]
2012,opel,corsa,colour edition sl,hatchback,automatic,petrol,72389,5.0,W0L0SDL08D6012800,No plates,Unregistered,4,1.4,Red,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063416/motor-vehicles-motor-cycles/2012-opel-corsa-colour-edition-sl-automatic-hatchback,"medium scuff on around vehicle
airbag light on
medium dent on front bumper",unclassified,[out_of_scope]
2009,mazda,3,maxx sport bl,hatchback,automatic,petrol,136715,5.0,JM0BL10F100104223,ZAS251,17-04-2026,4,2.0,Grey,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063417/motor-vehicles-motor-cycles/2009-mazda-3-maxx-sport-bl-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading boot spoiler",mazda_3_maxx_sport_petrol_auto_hatch_bl,[ok]
2013,volkswagen,golf,gti a7,hatchback,manual,petrol,225355,5.0,WVWZZZAUZEW020594,ZXE728,08-10-2026,4,2.0,White,Grey,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063419/motor-vehicles-motor-cycles/2013-volkswagen-golf-gti-a7-manual-hatchback,"large scratches around vehicle
medium dents around vehicle
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2007,toyota,camry,altise acv40r,sedan,automatic,petrol,192905,5.0,6T153BK400X046231,WXP378,08-04-2026,4,2.4,Silver,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063420/motor-vehicles-motor-cycles/2007-toyota-camry-altise-acv40r-automatic-sedan,"dents or marks on body consistent with age and kilometres.
windscreen chipped.",unclassified,[disallowed_variant]
2007,holden,berlina,ve,sedan,automatic,petrol,258767,5.0,6G1EL54B18L117730,WCX622,02-04-2026,6,3.6,Gold,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063421/motor-vehicles-motor-cycles/2007-holden-berlina-ve-automatic-sedan,"seat torn driver seat. front and back seat stains.
windscreen chipped.
large scuffs, medium scratches around vehicle
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2008,honda,jazz,gli ge,hatchback,automatic,petrol,185002,5.0,MRHGE68509P040719,2CM8WZ,09-07-2026,4,1.3,Blue,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063422/motor-vehicles-motor-cycles/2008-honda-jazz-gli-ge-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2019,toyota,corolla,ascent sport wovr-inspected,sedan,cvt,hybrid,21674,5.0,JTDB43CE90J045423,2DY3CE,09-04-2026,4.0,2.0,Blue,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063426/motor-vehicles-motor-cycles/2019-toyota-corolla-ascent-sport-wovr-inspected,medium scratch on around vehicle,unclassified,[out_of_scope]
2004,bmw,318i,e46,sedan,automatic,petrol,166343,5.0,WBAET76060NJ72806,No plates,Unregistered,4,2.0,Blue,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063428/motor-vehicles-motor-cycles/2004-bmw-318i-e46-automatic-sedan,"engine light on
medium scratch on around vehicle
large scuff on around vehicle
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2014,renault,captur,dynamique,wagon,automatic,petrol,125495,5.0,VF12R401EE0710357,AGP763,09-03-2026,4,1.2,Black,Grey,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21063429/motor-vehicles-motor-cycles/2014-renault-captur-dynamique-automatic-wagon,"transmission requires attention strongly recommend inspection by qualified third party
medium scratch on around vehicle",unclassified,[out_of_scope]
2011,volvo,xc60,t5,wagon,automatic,petrol,257976,5.0,YV1DZ475BB2200816,YJF644,29-06-2026,4,2.0,Grey,Beige Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063430/motor-vehicles-motor-cycles/2011-volvo-xc60-t5-automatic-wagon,"front seat worn drivers and passengers
medium scratch on around vehicle",unclassified,[out_of_scope]
2007,ford,focus,coupe-cabriolet lt,convertible,automatic,petrol,111599,4.0,WF0XXXLUDX7U12329,WVP643,Unregistered,4,2.0,Red,Black Leather,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21063432/motor-vehicles-motor-cycles/2007-ford-focus-coupe-cabriolet-lt-automatic-convertible,"glovebox would not open/close
dash torn or cracked
door card worn.
large scratch on around vehicle
rear cracked bumper
heating/air con requires attention",unclassified,[out_of_scope]
2017,hyundai,i30,active pd,hatchback,automatic,petrol,102923,5.0,KMHH351EMJU047340,2EC5QE,22-03-2026,4,2.0,Grey,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063433/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading spoiler
medium scratch on various panels",hyundai_i30_active_petrol_auto_hatch_pd,[ok]
2012,mitsubishi,outlander,ls 2wd zj,wagon,cvt,petrol,182808,5.0,JMFXTGF7WDZ001832,ZUQ186,03-07-2026,4,2.0,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063434/motor-vehicles-motor-cycles/2012-mitsubishi-outlander-ls-2wd-zj-cvt-wagon,"door mirror broken drivers
medium scratch on around vehicle",unclassified,[out_of_scope]
2006,toyota,yaris,yr ncp90r,hatchback,automatic,petrol,175309,5.0,JTDJW923005028205,1DS4XX,07-01-2027,4,1.3,Silver,Grey,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063438/motor-vehicles-motor-cycles/2006-toyota-yaris-yr-ncp90r-automatic-hatchback,"front seat stains both
seat torn driver seat
medium scratch on around vehicle
paint peeling around vehicle
medium dent on around vehicle",unclassified,[out_of_scope]
2009,porsche,cayenne,,wagon,automatic,diesel,255343,5.0,WP1ZZZ9PZALA24002,BJQ252,15-10-2026,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063444/motor-vehicles-motor-cycles/2009-porsche-cayenne-diesel-turbo-diesel-automatic-wagon,"seat torn drivers
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2011,volkswagen,tiguan,125 tsi 5n,wagon,automatic,petrol,155021,5.0,WVGZZZ5NZBW086479,YIC156,28-04-2026,4,2.0,Blue,Grey,Yes,Yes,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21063445/motor-vehicles-motor-cycles/2011-volkswagen-tiguan-125-tsi-5n-automatic-wagon,"medium scratch on around vehicle
windscreen chipped or cracked.",unclassified,[out_of_scope]
2012,toyota,rav,4 cv 2wd aca38r,wagon,automatic,petrol,322293,5.0,JTMZD33V305234480,ZLI630,05-06-2026,4,2.4,Silver,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063446/motor-vehicles-motor-cycles/2012-toyota-rav-4-cv-2wd-aca38r-automatic-wagon,"windscreen chipped or cracked.
large scuff on around vehicle
paint cracked front and rear bar
dents or marks on body consistent with age and kilometres.
medium scratch on various panels
medium dent on various panels
paint cracked bumper",unclassified,[out_of_scope]
2012,honda,city,vti gm,sedan,automatic,petrol,245358,5.0,MRHGM2640CP080150,ZCK753,25-06-2026,4,1.5,Maroon,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063447/motor-vehicles-motor-cycles/2012-honda-city-vti-gm-automatic-sedan,"door card worn.
medium scratch on around vehicle",unclassified,[out_of_scope]
2012,ford,territory,tx sz,wagon,automatic,petrol,194382,7.0,6FPAAAJGATCL91457,ZKW687,15-07-2026,6,4.0,Grey,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063448/motor-vehicles-motor-cycles/2012-ford-territory-tx-sz-automatic-7-seats-wagon,"front seat worn drivers
door card worn.
door card damaged.
medium scratch on around vehicle
other warning light on",unclassified,[out_of_scope]
2013,holden,commodore,evoke evoke vf,wagon,automatic,petrol,289385,5.0,6G1FA8E50EL940276,1LJ7KP,04-06-2026,6,3.0,Red,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063449/motor-vehicles-motor-cycles/2013-holden-commodore-evoke-evoke-vf-automatic-wagon,"dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.",unclassified,[out_of_scope]
2013,volvo,s60,t4,sedan,automatic,petrol,117097,5.0,YV1FS48HBE2301028,1CF2SN,24-12-2025,4,1.6,White,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063450/motor-vehicles-motor-cycles/2013-volvo-s60-t4-automatic-sedan,medium scuff on front bumper,unclassified,[out_of_scope]
2008,mazda,6,luxury gh,sedan,automatic,petrol,269065,5.0,JM0GH105100103047,WHA995,Unregistered,4,2.5,Silver,Black Leather,Yes,Yes,No,Partial,Yes,vic,https://www.grays.com/lot/0001-21063451/motor-vehicles-motor-cycles/2008-mazda-6-luxury-gh-automatic-sedan,"airbag light on
paint fading around vehicle
medium scuff on around vehicle
front cracked bumper.
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2009,subaru,impreza,wrx g3,sedan,manual,petrol,225594,5.0,JF1GEEKD3AG011083,XJB057,17-03-2026,4,2.5,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063452/motor-vehicles-motor-cycles/2009-subaru-impreza-wrx-g3-manual-sedan,"dents or marks on body consistent with age and kilometres.
paint fading bonnet scoop
medium dent on boot
medium scratch on various panels",unclassified,[out_of_scope]
2015,toyota,camry,atara s hybrid avv50r,sedan,cvt,hybrid,254641,5.0,6T1BD3FK90X144855,1QN6DA,30-04-2026,4,2.5,Blue,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063454/motor-vehicles-motor-cycles/2015-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,"medium scuff on around vehicle
rear bumper cracked bumper.
dents or marks on body consistent with age and kilometres.",unclassified,[disallowed_variant]
2005,toyota,landcruiser,prado gxl kzj120r,wagon,automatic,diesel,623556,8.0,JTEBY29JX00029736,TML797,22-04-2026,4,3.0,Silver,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063456/motor-vehicles-motor-cycles/2005-toyota-landcruiser-prado-gxl-kzj120r-turbo-diesel-auto-8-seats-wagon,"medium scuffs, scratches around vehicle
large scuffs around vehicle
airbag light on
dents or marks on body consistent with age and kilometres.
windscreen chips",unclassified,[out_of_scope]
2010,subaru,forester,x s3,wagon,automatic,petrol,203427,5.0,JF2SH9KL5AG050044,YPK907,16-03-2026,4,2.5,White,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063457/motor-vehicles-motor-cycles/2010-subaru-forester-x-s3-automatic-wagon,"medium scuffs, scratches around vehicle
paint cracked on various panels",unclassified,[out_of_scope]
2015,mercedes,benz,a-class a200 w176,hatchback,automatic,petrol,160776,5.0,WDD1760432V122369,1XO9VX,12-02-2026,4,1.6,Grey,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063458/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a200-w176-automatic-hatchback,"medium scratch on around vehicle
engine light on
seat torn driver seat
medium dent on panel near windscreen
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2017,land,rover,range rover sport 3.0 tdv6 se t,wagon,automatic,diesel,130916,5.0,SALWA2EK5HA683535,No plates,Unregistered,6,3.0,Black,Black Leather,Yes,No,Yes,Yes - Online Extract,Yes,vic,https://www.grays.com/lot/0001-21063459/motor-vehicles-motor-cycles/2017-land-rover-range-rover-sport-3-0-tdv6-se-t-diesel-auto-8-speed-wagon,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2016,land,rover,discovery sport td4 150 se,wagon,automatic,diesel,101876,5.0,SALCA2AN5HH651131,No plates,Unregistered,4,2.0,White,Black Leather,Yes,No,Yes,Yes - Online Extract,Yes,vic,https://www.grays.com/lot/0001-21063460/motor-vehicles-motor-cycles/2016-land-rover-discovery-sport-td4-150-se-turbo-diesel-automatic-wagon,"medium scratches around vehicle
dents or marks on body consistent with age and kilometres.
large scuff on rear bumper
medium dent on front quarter panel driver side",unclassified,[out_of_scope]
2012,kia,sorento,platinum xm,wagon,automatic,diesel,331442,7.0,KNAKU814SC5301990,ZJZ106,27-04-2026,4,2.2,White,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063461/motor-vehicles-motor-cycles/2012-kia-sorento-platinum-xm-turbo-diesel-automatic-7-seats-wagon,"display screen requires attenton.
dents or marks on body consistent with age and kilometres.
front seat worn driver side",unclassified,[out_of_scope]
2013,nissan,micra,st k13,hatchback,automatic,petrol,110956,5.0,MDHFBUK13A0003720,1AH9IE,13-12-2026,3,1.2,Blue,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063462/motor-vehicles-motor-cycles/2013-nissan-micra-st-k13-automatic-hatchback,"carpet worn in places.
medium scratches, scuffs around vehicle
rust visible on boot.large dent on boot/rear bumper
glovebox would not open/close
rear bumper cracked
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2013,holden,barina,cdx tm (wovr-repairable),hatchback,automatic,petrol,136325,5.0,KL3TA48E9EB543211,AFT407,04-05-2026,4,1.6,Blue,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063463/motor-vehicles-motor-cycles/2013-holden-barina-cdx-tm-automatic-hatchback-wovr-repairable,medium scratches around vehicle,unclassified,[out_of_scope]
2013,mitsubishi,pajero,vrx nw,wagon,automatic,diesel,282297,7.0,JMFLYV98WEJ003746,1AJ7WT,28-02-2026,4,3.2,Grey,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063464/motor-vehicles-motor-cycles/2013-mitsubishi-pajero-vrx-nw-turbo-diesel-automatic-7-seats-wagon,"front and back seat stains
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2005,holden,berlina,vz,wagon,automatic,petrol,308689,5.0,6G1ZL84B75L528614,XAZ549,15-05-2026,6,3.6,Blue,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063466/motor-vehicles-motor-cycles/2005-holden-berlina-vz-automatic-wagon,"medium dent on around vehicle
paint peeling around vehicle
medium scuff on around vehicle
seat torn driver side",unclassified,[out_of_scope]
2014,peugeot,208,allure,hatchback,automatic,petrol,147666,5.0,VF3CC5FS9ET101192,1DL8AP,30-01-2026,4,1.6,Red,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063467/motor-vehicles-motor-cycles/2014-peugeot-208-allure-automatic-hatchback,"medium scratches around vehicle
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2007,volkswagen,golf,gti a5,hatchback,automatic,petrol,174561,5.0,WVWZZZ1KZ7U035075,2DQ3OT,28-02-2026,4,2.0,Black,Black Leather,Yes,Yes,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21063468/motor-vehicles-motor-cycles/2007-volkswagen-golf-gti-a5-automatic-hatchback,"medium scratches around vehicle
seat torn driver side
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2010,bmw,335i,335i e90,sedan,automatic,petrol,102318,5.0,WBAPM76030NH81943,XPK200,29-03-2026,6,3.0,White,Orange,Yes,Yes,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21063469/motor-vehicles-motor-cycles/2010-bmw-335i-335i-e90-automatic-sedan,"medium scratches around vehicle
front seat worn driver seat
interior: right cornering light failure warning message
interior: right cornering light failure warning message",unclassified,[out_of_scope]
2008,hyundai,tucson,city elite,wagon,automatic,petrol,256274,5.0,KMHJN81BR8U868110,WLO205,26-06-2026,4,2.0,Grey,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063470/motor-vehicles-motor-cycles/2008-hyundai-tucson-city-elite-automatic-wagon,"medium scratch on around vehicle
engine light on",unclassified,[out_of_scope]
2013,holden,cruze,cdx jh,sedan,automatic,petrol,186962,5.0,6G1PE5E54DL824987,1ES2KP,05-09-2026,4,1.8,White,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063471/motor-vehicles-motor-cycles/2013-holden-cruze-cdx-jh-automatic-sedan,"paint fading mirrors
dents or marks on body consistent with age and kilometres.
corrosion visible boot
airbag light on
engine light on",unclassified,[out_of_scope]
2012,mazda,bt-50,4x4 gt dual cab,cab chassis,manual,diesel,185905,5.0,MM0UP0YF100146402,1AA3QJ,18-10-2026,5,3.2,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063472/motor-vehicles-motor-cycles/2012-mazda-bt-50-4x4-gt-turbo-diesel-manual-dual-cab,"door card worn.
controls broken drivers window switches
seat torn drivers
damage around vehicle
medium scratches around vehicle
engine smoke visible",unclassified,[out_of_scope]
2014,nissan,x-trail,st fwd t32,wagon,manual,petrol,347051,5.0,JN1TAAT32A0000489,2EA6NF,29-10-2026,4,2.0,Black,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063473/motor-vehicles-motor-cycles/2014-nissan-x-trail-st-fwd-t32-manual-wagon,"medium scratches, dents around vehicle
windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2011,suzuki,swift,gl fz,hatchback,manual,petrol,141432,5.0,JSAFZC82S00119390,YYR387,01-03-2026,4,1.4,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063475/motor-vehicles-motor-cycles/2011-suzuki-swift-gl-fz-manual-hatchback,"dents or marks on body consistent with age and kilometres.
paint peeling front bar
medium scratch on various panels",unclassified,[out_of_scope]
